order_id,customer_id,order_value,product_category,return_ratio,returns_velocity_30d,days_since_purchase,payment_method,is_fraud
ORD-00002094,CUST-07878,36.2,Beauty,0.099,0,7,Credit Card,0
ORD-00002095,CUST-09206,206.7,Electronics,0.175,1,5,Credit Card,0
ORD-00002096,CUST-03954,84.72,Clothing,0.137,0,15,Credit Card,0
ORD-00002097,CUST-00978,153.91,Beauty,0.061,1,5,Gift Card,0
ORD-00002098,CUST-00698,38.19,Clothing,0.146,0,3,PayPal,0
ORD-00002099,CUST-00485,25.97,Clothing,0.235,0,9,Credit Card,0
ORD-00002100,CUST-05920,173.18,Toys,0.534,0,23,Credit Card,0
ORD-00002101,CUST-08419,121.65,Electronics,0.282,1,10,Credit Card,0
ORD-00002102,CUST-05209,43.74,Electronics,0.182,0,17,Debit Card,0
ORD-00002103,CUST-08969,44.89,Beauty,0.136,0,1,Debit Card,0
ORD-00002104,CUST-03666,221.48,Beauty,0.255,1,1,Debit Card,0
ORD-00002105,CUST-03580,34.76,Clothing,0.121,0,2,PayPal,0
ORD-00002106,CUST-09381,335.0,Clothing,0.266,0,9,Credit Card,0
ORD-00002107,CUST-07115,43.79,Home & Garden,0.081,1,4,Credit Card,0
ORD-00002108,CUST-03323,150.01,Home & Garden,0.065,0,5,Credit Card,0
ORD-00002109,CUST-07446,69.21,Electronics,0.13,0,3,Credit Card,0
ORD-00002110,CUST-07149,145.85,Electronics,0.055,0,10,Debit Card,0
ORD-00002111,CUST-02125,58.25,Clothing,0.131,1,14,Credit Card,0
ORD-00002112,CUST-06829,79.03,Beauty,0.135,0,2,Credit Card,0
ORD-00002113,CUST-07133,93.01,Beauty,0.168,1,2,Debit Card,0
ORD-00002114,CUST-03436,40.38,Toys,0.169,0,3,Credit Card,0
ORD-00002115,CUST-02414,162.82,Beauty,0.014,0,3,Credit Card,0
ORD-00002116,CUST-01595,59.71,Clothing,0.149,1,6,Credit Card,0
ORD-00002117,CUST-09470,74.97,Clothing,0.377,0,10,Credit Card,0
ORD-00002118,CUST-01235,40.63,Home & Garden,0.184,1,12,PayPal,0
ORD-00002119,CUST-02128,11.59,Home & Garden,0.053,1,2,Credit Card,0
ORD-00002120,CUST-04302,77.26,Clothing,0.418,0,2,Credit Card,0
ORD-00002121,CUST-01322,620.23,Electronics,0.135,0,4,Debit Card,0
ORD-00002122,CUST-02756,168.63,Beauty,0.235,0,2,Credit Card,0
ORD-00002123,CUST-05776,88.64,Clothing,0.163,1,1,Credit Card,0
ORD-00002124,CUST-00152,72.94,Clothing,0.152,0,2,Credit Card,0
ORD-00002125,CUST-05921,91.65,Clothing,0.075,0,4,Credit Card,0
ORD-00002126,CUST-01618,139.45,Clothing,0.056,0,7,Gift Card,0
ORD-00002127,CUST-01120,35.0,Electronics,0.076,0,9,Credit Card,0
ORD-00002128,CUST-04333,219.52,Home & Garden,0.079,0,2,Credit Card,0
ORD-00002129,CUST-09577,159.54,Electronics,0.117,1,12,Credit Card,0
ORD-00002130,CUST-08080,159.9,Electronics,0.104,0,1,Credit Card,0
ORD-00002131,CUST-06822,127.84,Clothing,0.351,1,5,Credit Card,0
ORD-00002132,CUST-02937,91.44,Home & Garden,0.281,0,8,Credit Card,0
ORD-00002133,CUST-09858,154.21,Toys,0.171,0,3,Debit Card,0
ORD-00002134,CUST-03202,144.52,Home & Garden,0.4,1,9,Credit Card,0
ORD-00002135,CUST-02358,67.81,Beauty,0.405,0,15,Credit Card,0
ORD-00002136,CUST-02573,56.89,Electronics,0.137,0,1,Debit Card,0
ORD-00002137,CUST-08202,97.66,Electronics,0.087,3,6,Credit Card,0
ORD-00002138,CUST-03570,310.82,Clothing,0.237,1,1,Credit Card,0
ORD-00002139,CUST-03485,33.41,Electronics,0.135,0,3,Gift Card,0
ORD-00002140,CUST-07668,27.83,Home & Garden,0.26,2,2,Debit Card,0
ORD-00002141,CUST-04773,102.7,Clothing,0.193,0,7,Credit Card,0
ORD-00002142,CUST-03996,93.76,Toys,0.206,1,3,Debit Card,0
ORD-00002143,CUST-08807,103.41,Electronics,0.306,2,3,Credit Card,0
ORD-00002144,CUST-01819,109.42,Clothing,0.172,0,2,Gift Card,1
ORD-00002145,CUST-03263,75.3,Clothing,0.114,0,2,Credit Card,0
ORD-00002146,CUST-00001,296.45,Electronics,0.148,0,2,Debit Card,0
ORD-00002147,CUST-00629,25.01,Clothing,0.061,0,9,Credit Card,0
ORD-00002148,CUST-04327,46.4,Clothing,0.185,0,22,Credit Card,0
ORD-00002149,CUST-08707,82.88,Clothing,0.198,0,5,Debit Card,0
ORD-00002150,CUST-07180,24.18,Clothing,0.092,0,7,Debit Card,0
ORD-00002151,CUST-02750,78.2,Electronics,0.214,0,12,Credit Card,0
ORD-00002152,CUST-00765,340.08,Clothing,0.092,0,5,Credit Card,0
ORD-00002153,CUST-05523,91.53,Clothing,0.276,0,3,Credit Card,0
ORD-00002154,CUST-04600,108.26,Electronics,0.321,0,22,PayPal,0
ORD-00002155,CUST-01634,32.85,Clothing,0.488,0,17,Credit Card,0
ORD-00002156,CUST-00662,54.98,Electronics,0.163,2,2,Credit Card,0
ORD-00002157,CUST-05029,66.68,Clothing,0.116,0,9,Debit Card,0
ORD-00002158,CUST-07967,69.81,Electronics,0.415,0,8,Debit Card,0
ORD-00002159,CUST-05095,250.97,Clothing,0.156,0,8,PayPal,0
ORD-00002160,CUST-03869,140.63,Clothing,0.132,2,13,PayPal,0
ORD-00002161,CUST-00284,37.0,Clothing,0.112,2,8,Credit Card,0
ORD-00002162,CUST-04082,109.64,Home & Garden,0.396,2,6,Debit Card,0
ORD-00002163,CUST-06693,134.1,Clothing,0.308,1,14,Credit Card,0
ORD-00002164,CUST-09781,224.11,Clothing,0.265,0,3,Credit Card,0
ORD-00002165,CUST-01468,318.76,Home & Garden,0.498,2,8,Debit Card,0
ORD-00002166,CUST-08899,39.96,Clothing,0.155,0,9,Credit Card,0
ORD-00002167,CUST-08535,47.05,Home & Garden,0.397,0,15,PayPal,0
ORD-00002168,CUST-09945,32.92,Clothing,0.264,0,45,Credit Card,0
ORD-00002169,CUST-02810,74.65,Clothing,0.138,0,6,Credit Card,0
ORD-00002170,CUST-03566,130.72,Home & Garden,0.157,0,5,Credit Card,0
ORD-00002171,CUST-02518,198.32,Electronics,0.439,1,7,Credit Card,0
ORD-00002172,CUST-06053,84.71,Clothing,0.091,0,8,Gift Card,0
ORD-00002173,CUST-03621,69.69,Electronics,0.295,1,9,Credit Card,0
ORD-00002174,CUST-02223,101.64,Clothing,0.049,0,3,Debit Card,0
ORD-00002175,CUST-09131,46.15,Electronics,0.387,1,5,Credit Card,0
ORD-00002176,CUST-09068,478.97,Clothing,0.09,0,4,Credit Card,0
ORD-00002177,CUST-09559,24.88,Home & Garden,0.14,0,1,PayPal,0
ORD-00002178,CUST-06483,104.35,Home & Garden,0.134,0,7,PayPal,0
ORD-00002179,CUST-03016,454.36,Clothing,0.066,0,15,Credit Card,0
ORD-00002180,CUST-00446,90.51,Toys,0.168,2,18,Debit Card,0
ORD-00002181,CUST-09161,77.32,Clothing,0.237,1,6,Credit Card,0
ORD-00002182,CUST-09241,67.63,Clothing,0.047,0,11,Credit Card,0
ORD-00002183,CUST-03377,77.92,Home & Garden,0.178,0,9,Debit Card,0
ORD-00002184,CUST-03852,269.96,Home & Garden,0.121,1,2,Credit Card,0
ORD-00002185,CUST-08229,15.34,Home & Garden,0.16,1,1,PayPal,1
ORD-00002186,CUST-08219,306.97,Electronics,0.321,3,10,Debit Card,0
ORD-00002187,CUST-02579,28.81,Clothing,0.228,0,3,Debit Card,0
ORD-00002188,CUST-03110,72.72,Beauty,0.092,0,6,Credit Card,0
ORD-00002189,CUST-02739,63.85,Clothing,0.121,0,6,Credit Card,0
ORD-00002190,CUST-01605,144.15,Clothing,0.328,0,12,Debit Card,0
ORD-00002191,CUST-00239,25.07,Clothing,0.127,0,8,Credit Card,1
ORD-00002192,CUST-03851,130.29,Home & Garden,0.061,1,14,Credit Card,0
ORD-00002193,CUST-01482,454.61,Electronics,0.038,1,10,Credit Card,0
ORD-00002194,CUST-01932,30.25,Clothing,0.28,0,61,Credit Card,0
ORD-00002195,CUST-05319,104.77,Electronics,0.289,0,14,Debit Card,0
ORD-00002196,CUST-09976,53.01,Clothing,0.038,0,2,Debit Card,0
ORD-00002197,CUST-00016,126.56,Home & Garden,0.177,0,23,Credit Card,0
ORD-00002198,CUST-08725,91.41,Electronics,0.203,0,3,Debit Card,0
ORD-00002199,CUST-04652,53.88,Clothing,0.19,1,7,PayPal,0
ORD-00002200,CUST-03282,132.99,Clothing,0.3,0,20,Debit Card,0
ORD-00002201,CUST-01638,381.26,Electronics,0.04,0,2,Credit Card,0
ORD-00002202,CUST-06170,77.27,Clothing,0.066,1,14,Credit Card,0
ORD-00002203,CUST-04328,160.1,Electronics,0.064,1,22,Credit Card,0
ORD-00002204,CUST-04512,31.99,Clothing,0.154,0,14,Credit Card,0
ORD-00002205,CUST-07591,41.88,Clothing,0.099,0,12,Credit Card,0
ORD-00002206,CUST-09386,131.36,Home & Garden,0.203,0,3,Credit Card,0
ORD-00002207,CUST-08010,295.09,Home & Garden,0.002,0,4,Credit Card,0
ORD-00002208,CUST-08961,119.64,Clothing,0.035,0,10,Debit Card,0
ORD-00002209,CUST-08241,70.07,Electronics,0.301,0,1,Credit Card,0
ORD-00002210,CUST-04644,89.97,Beauty,0.193,0,16,Credit Card,0
ORD-00002211,CUST-00696,33.1,Clothing,0.085,1,2,PayPal,0
ORD-00002212,CUST-06332,146.0,Electronics,0.105,0,6,Credit Card,0
ORD-00002213,CUST-01728,182.34,Home & Garden,0.4,1,1,PayPal,0
ORD-00002214,CUST-03695,62.7,Electronics,0.154,1,2,Credit Card,0
ORD-00002215,CUST-07219,61.8,Clothing,0.14,1,7,Credit Card,1
ORD-00002216,CUST-04103,111.35,Clothing,0.273,1,8,Credit Card,0
ORD-00002217,CUST-01782,63.47,Clothing,0.064,1,3,Credit Card,0
ORD-00002218,CUST-09018,85.38,Beauty,0.155,0,1,Credit Card,0
ORD-00002219,CUST-00477,482.88,Clothing,0.158,3,6,PayPal,0
ORD-00002220,CUST-09873,73.88,Electronics,0.2,0,13,Debit Card,0
ORD-00002221,CUST-02965,67.58,Beauty,0.418,0,2,Credit Card,0
ORD-00002222,CUST-05622,53.62,Beauty,0.021,0,9,PayPal,0
ORD-00002223,CUST-00378,163.26,Clothing,0.179,0,4,Credit Card,0
ORD-00002224,CUST-04059,77.87,Clothing,0.09,0,21,PayPal,0
ORD-00002225,CUST-00397,53.54,Electronics,0.112,2,1,Debit Card,0
ORD-00002226,CUST-05435,259.06,Home & Garden,0.308,0,1,Credit Card,0
ORD-00002227,CUST-08831,280.25,Electronics,0.191,0,1,Credit Card,0
ORD-00002228,CUST-06749,55.68,Electronics,0.076,0,11,Credit Card,0
ORD-00002229,CUST-09138,20.22,Clothing,0.147,0,18,Gift Card,0
ORD-00002230,CUST-04410,201.54,Electronics,0.041,1,13,Credit Card,0
ORD-00002231,CUST-02728,52.05,Electronics,0.045,2,9,Credit Card,0
ORD-00002232,CUST-04041,169.44,Clothing,0.051,0,1,Debit Card,0
ORD-00002233,CUST-07012,18.61,Electronics,0.224,0,2,Debit Card,0
ORD-00002234,CUST-02405,183.84,Electronics,0.172,1,20,Credit Card,0
ORD-00002235,CUST-00152,34.16,Electronics,0.338,0,7,Debit Card,0
ORD-00002236,CUST-08914,161.52,Electronics,0.105,0,5,PayPal,0
ORD-00002237,CUST-03252,91.05,Home & Garden,0.27,0,8,Credit Card,0
ORD-00002238,CUST-01613,41.97,Home & Garden,0.058,0,2,Gift Card,0
ORD-00002239,CUST-06049,65.0,Clothing,0.252,0,16,Credit Card,0
ORD-00002240,CUST-04277,155.88,Clothing,0.324,0,8,Credit Card,0
ORD-00002241,CUST-03724,97.98,Electronics,0.139,1,5,Credit Card,0
ORD-00002242,CUST-04885,143.67,Electronics,0.051,0,5,Credit Card,0
ORD-00002243,CUST-05407,437.53,Electronics,0.07,0,13,Gift Card,0
ORD-00002244,CUST-06688,25.75,Clothing,0.069,0,3,Credit Card,0
ORD-00002245,CUST-08687,328.25,Home & Garden,0.192,0,2,Credit Card,0
ORD-00002246,CUST-07401,97.85,Clothing,0.404,0,2,Credit Card,0
ORD-00002247,CUST-07266,43.86,Clothing,0.035,0,1,Credit Card,0
ORD-00002248,CUST-03853,31.05,Electronics,0.195,1,5,Gift Card,0
ORD-00002249,CUST-05854,77.38,Home & Garden,0.067,0,8,Debit Card,0
ORD-00002250,CUST-04855,188.17,Clothing,0.176,0,20,Debit Card,0
ORD-00002251,CUST-07812,81.28,Home & Garden,0.161,0,10,Debit Card,0
ORD-00002252,CUST-01131,301.55,Clothing,0.188,0,7,Credit Card,0
ORD-00002253,CUST-09807,28.19,Home & Garden,0.197,1,14,Credit Card,0
ORD-00002254,CUST-08523,89.15,Beauty,0.206,1,16,Credit Card,0
ORD-00002255,CUST-05663,33.05,Beauty,0.286,1,9,Gift Card,0
ORD-00002256,CUST-06206,120.41,Clothing,0.234,1,1,Debit Card,0
ORD-00002257,CUST-05414,183.0,Clothing,0.173,0,3,Credit Card,0
ORD-00002258,CUST-06960,64.29,Electronics,0.307,0,3,Credit Card,0
ORD-00002259,CUST-03108,11.21,Beauty,0.271,1,42,PayPal,0
ORD-00002260,CUST-04682,105.55,Clothing,0.181,0,5,Credit Card,0
ORD-00002261,CUST-01386,127.66,Electronics,0.214,1,11,Credit Card,0
ORD-00002262,CUST-02191,124.39,Clothing,0.149,0,12,Credit Card,0
ORD-00002263,CUST-00972,241.92,Electronics,0.423,0,8,PayPal,0
ORD-00002264,CUST-02741,38.21,Clothing,0.157,0,1,Debit Card,0
ORD-00002265,CUST-05977,155.12,Clothing,0.094,0,1,Credit Card,0
ORD-00002266,CUST-08508,233.69,Clothing,0.126,0,12,Credit Card,0
ORD-00002267,CUST-04255,21.7,Electronics,0.303,0,10,Credit Card,0
ORD-00002268,CUST-00813,116.25,Beauty,0.206,1,6,Credit Card,0
ORD-00002269,CUST-00411,60.14,Home & Garden,0.051,1,3,PayPal,0
ORD-00002270,CUST-03301,84.33,Home & Garden,0.206,0,1,PayPal,0
ORD-00002271,CUST-04108,118.88,Clothing,0.095,0,2,Credit Card,0
ORD-00002272,CUST-05463,60.96,Home & Garden,0.459,1,7,Credit Card,0
ORD-00002273,CUST-00594,52.43,Clothing,0.034,0,6,PayPal,0
ORD-00002274,CUST-06028,92.51,Electronics,0.088,2,20,Credit Card,0
ORD-00002275,CUST-03093,37.72,Electronics,0.315,0,23,Credit Card,0
ORD-00002276,CUST-02873,37.76,Clothing,0.23,1,7,Credit Card,0
ORD-00002277,CUST-03194,155.01,Electronics,0.208,0,13,Debit Card,0
ORD-00002278,CUST-08209,35.91,Toys,0.101,0,12,PayPal,0
ORD-00002279,CUST-01979,153.4,Electronics,0.212,0,10,Credit Card,0
ORD-00002280,CUST-03964,130.33,Clothing,0.051,2,5,Credit Card,0
ORD-00002281,CUST-04662,22.63,Clothing,0.26,0,4,Credit Card,0
ORD-00002282,CUST-01214,52.35,Clothing,0.118,1,3,Credit Card,0
ORD-00002283,CUST-09862,233.99,Clothing,0.007,0,20,PayPal,0
ORD-00002284,CUST-06036,41.06,Electronics,0.212,1,13,Credit Card,0
ORD-00002285,CUST-02706,62.08,Home & Garden,0.069,0,2,Credit Card,0
ORD-00002286,CUST-09852,130.28,Clothing,0.187,0,3,Debit Card,0
ORD-00002287,CUST-01719,168.46,Clothing,0.233,2,7,Credit Card,0
ORD-00002288,CUST-03349,73.61,Home & Garden,0.182,0,4,Credit Card,0
ORD-00002289,CUST-05313,55.81,Beauty,0.166,0,2,Credit Card,0
ORD-00002290,CUST-06302,280.87,Home & Garden,0.146,1,11,Debit Card,0
ORD-00002291,CUST-05270,361.81,Clothing,0.322,1,1,Credit Card,0
ORD-00002292,CUST-01333,196.98,Clothing,0.138,0,3,Gift Card,0
ORD-00002293,CUST-02036,96.38,Clothing,0.176,0,19,Credit Card,0
ORD-00002294,CUST-02653,47.15,Home & Garden,0.048,2,11,PayPal,0
ORD-00002295,CUST-01874,46.32,Beauty,0.081,0,4,Credit Card,0
ORD-00002296,CUST-05352,136.73,Electronics,0.174,0,19,Credit Card,0
ORD-00002297,CUST-02889,125.8,Clothing,0.21,0,17,Gift Card,0
ORD-00002298,CUST-04358,276.24,Home & Garden,0.115,0,1,Debit Card,0
ORD-00002299,CUST-05846,151.47,Clothing,0.333,2,1,Credit Card,0
ORD-00002300,CUST-06466,27.05,Clothing,0.427,0,4,Credit Card,1
ORD-00002301,CUST-04581,208.84,Clothing,0.054,1,19,Credit Card,0
ORD-00002302,CUST-06176,40.51,Clothing,0.171,0,14,Credit Card,0
ORD-00002303,CUST-08152,66.21,Toys,0.127,0,1,Debit Card,0
ORD-00002304,CUST-02991,109.96,Clothing,0.106,0,6,Debit Card,0
ORD-00002305,CUST-04680,444.32,Electronics,0.236,0,9,Credit Card,0
ORD-00002306,CUST-04511,1083.48,Electronics,0.302,0,3,Credit Card,0
ORD-00002307,CUST-08949,146.26,Electronics,0.133,0,9,Credit Card,0
ORD-00002308,CUST-02725,77.75,Clothing,0.077,2,4,Credit Card,0
ORD-00002309,CUST-04500,138.05,Clothing,0.106,2,3,Credit Card,0
ORD-00002310,CUST-02503,183.12,Electronics,0.217,0,4,Credit Card,0
ORD-00002311,CUST-09750,69.65,Clothing,0.206,2,22,Debit Card,0
ORD-00002312,CUST-04172,378.48,Home & Garden,0.198,0,17,Credit Card,0
ORD-00002313,CUST-05802,108.21,Electronics,0.236,0,18,Credit Card,0
ORD-00002314,CUST-05806,134.05,Clothing,0.2,1,18,PayPal,0
ORD-00002315,CUST-08441,153.35,Toys,0.114,1,2,Debit Card,0
ORD-00002316,CUST-07452,126.12,Clothing,0.243,0,16,Credit Card,0
ORD-00002317,CUST-02650,176.12,Home & Garden,0.344,0,2,Credit Card,0
ORD-00002318,CUST-09468,54.94,Clothing,0.055,1,13,Credit Card,0
ORD-00002319,CUST-01481,57.59,Home & Garden,0.24,1,6,Debit Card,0
ORD-00002320,CUST-07729,37.33,Home & Garden,0.082,2,2,Credit Card,1
ORD-00002321,CUST-08603,127.95,Clothing,0.082,1,4,Debit Card,0
ORD-00002322,CUST-05287,167.86,Beauty,0.16,0,4,Debit Card,0
ORD-00002323,CUST-00628,129.83,Beauty,0.065,0,10,Debit Card,0
ORD-00002324,CUST-04832,343.64,Clothing,0.303,0,7,Credit Card,0
ORD-00002325,CUST-02786,89.62,Electronics,0.188,0,12,Credit Card,0
ORD-00002326,CUST-04664,153.7,Clothing,0.264,0,4,Credit Card,0
ORD-00002327,CUST-09162,37.59,Home & Garden,0.276,0,10,PayPal,0
ORD-00002328,CUST-05923,66.04,Clothing,0.098,1,12,Credit Card,0
ORD-00002329,CUST-06565,157.03,Electronics,0.163,1,1,Debit Card,0
ORD-00002330,CUST-03964,177.56,Electronics,0.169,0,4,Gift Card,0
ORD-00002331,CUST-01304,71.15,Clothing,0.063,0,16,PayPal,0
ORD-00002332,CUST-02718,85.01,Electronics,0.146,1,9,Credit Card,0
ORD-00002333,CUST-06939,26.73,Clothing,0.116,0,4,Debit Card,0
ORD-00002334,CUST-06595,67.65,Home & Garden,0.229,0,2,Debit Card,0
ORD-00002335,CUST-08533,183.52,Clothing,0.12,1,1,PayPal,0
ORD-00002336,CUST-04553,142.62,Electronics,0.181,0,2,Credit Card,0
ORD-00002337,CUST-07363,134.36,Electronics,0.102,0,2,Debit Card,0
ORD-00002338,CUST-02083,93.67,Electronics,0.211,0,4,Credit Card,0
ORD-00002339,CUST-04309,90.53,Electronics,0.182,1,2,Credit Card,0
ORD-00002340,CUST-05263,53.08,Clothing,0.281,1,2,Debit Card,0
ORD-00002341,CUST-01548,157.44,Clothing,0.239,0,14,Credit Card,0
ORD-00002342,CUST-02721,126.06,Electronics,0.281,0,3,Credit Card,0
ORD-00002343,CUST-03965,133.44,Electronics,0.294,0,6,Credit Card,0
ORD-00002344,CUST-07878,59.1,Electronics,0.471,1,2,Credit Card,0
ORD-00002345,CUST-05802,16.08,Toys,0.096,0,5,Credit Card,0
ORD-00002346,CUST-02721,216.53,Clothing,0.193,1,3,Gift Card,0
ORD-00002347,CUST-04109,61.37,Beauty,0.17,2,1,Credit Card,0
ORD-00002348,CUST-07550,45.14,Home & Garden,0.185,0,29,Credit Card,0
ORD-00002349,CUST-03602,156.77,Clothing,0.253,0,5,Credit Card,0
ORD-00002350,CUST-06865,65.78,Home & Garden,0.095,2,4,Credit Card,0
ORD-00002351,CUST-07480,210.18,Electronics,0.116,0,2,PayPal,0
ORD-00002352,CUST-04573,147.47,Clothing,0.03,0,5,Credit Card,0
ORD-00002353,CUST-08799,155.53,Electronics,0.215,1,8,Debit Card,0
ORD-00002354,CUST-00980,30.18,Home & Garden,0.069,0,3,Credit Card,0
ORD-00002355,CUST-02714,237.35,Electronics,0.103,0,5,Debit Card,0
ORD-00002356,CUST-08852,110.94,Home & Garden,0.054,0,2,Debit Card,0
ORD-00002357,CUST-04536,66.99,Electronics,0.426,0,6,Debit Card,0
ORD-00002358,CUST-03096,100.96,Beauty,0.148,0,11,PayPal,0
ORD-00002359,CUST-02108,21.74,Clothing,0.145,0,1,PayPal,0
ORD-00002360,CUST-06952,124.83,Clothing,0.482,0,6,Gift Card,0
ORD-00002361,CUST-09648,39.51,Clothing,0.124,0,4,Debit Card,0
ORD-00002362,CUST-03709,30.5,Clothing,0.065,0,1,Debit Card,0
ORD-00002363,CUST-04291,26.63,Clothing,0.134,1,20,Credit Card,0
ORD-00002364,CUST-07025,219.24,Beauty,0.051,1,3,Credit Card,0
ORD-00002365,CUST-03393,54.41,Electronics,0.177,1,6,Credit Card,0
ORD-00002366,CUST-07436,307.04,Beauty,0.224,0,4,Debit Card,0
ORD-00002367,CUST-07907,58.64,Clothing,0.246,1,3,Credit Card,0
ORD-00002368,CUST-07365,22.97,Home & Garden,0.29,0,6,Credit Card,0
ORD-00002369,CUST-03115,36.85,Clothing,0.048,0,9,Debit Card,0
ORD-00002370,CUST-03891,241.93,Clothing,0.473,1,11,Credit Card,0
ORD-00002371,CUST-02186,79.46,Beauty,0.14,0,8,Credit Card,0
ORD-00002372,CUST-06373,58.05,Clothing,0.114,2,6,Credit Card,0
ORD-00002373,CUST-06009,102.31,Clothing,0.237,0,11,PayPal,0
ORD-00002374,CUST-03417,134.48,Electronics,0.054,1,6,Credit Card,0
ORD-00002375,CUST-05809,220.06,Electronics,0.134,0,26,Credit Card,0
ORD-00002376,CUST-03835,286.8,Clothing,0.113,0,6,Credit Card,0
ORD-00002377,CUST-05043,67.5,Home & Garden,0.074,0,3,Credit Card,0
ORD-00002378,CUST-03002,31.16,Clothing,0.357,0,5,Credit Card,0
ORD-00002379,CUST-03711,64.67,Electronics,0.101,1,5,Debit Card,0
ORD-00002380,CUST-02783,110.86,Clothing,0.225,0,3,Credit Card,1
ORD-00002381,CUST-03451,41.64,Clothing,0.19,0,2,Debit Card,0
ORD-00002382,CUST-04307,41.86,Clothing,0.412,1,4,Debit Card,0
ORD-00002383,CUST-06006,118.51,Beauty,0.279,0,16,Credit Card,0
ORD-00002384,CUST-03545,86.58,Home & Garden,0.072,0,3,PayPal,0
ORD-00002385,CUST-06295,92.41,Electronics,0.114,1,4,Debit Card,0
ORD-00002386,CUST-07999,49.07,Beauty,0.068,2,10,Credit Card,0
ORD-00002387,CUST-01578,74.86,Clothing,0.473,0,1,Credit Card,0
ORD-00002388,CUST-05475,42.97,Home & Garden,0.246,1,13,Credit Card,0
ORD-00002389,CUST-04653,183.49,Electronics,0.223,0,9,Debit Card,0
ORD-00002390,CUST-03791,206.07,Clothing,0.065,0,6,Credit Card,0
ORD-00002391,CUST-04363,20.55,Electronics,0.131,0,2,Debit Card,0
ORD-00002392,CUST-04924,42.79,Clothing,0.06,0,1,Credit Card,0
ORD-00002393,CUST-02864,27.19,Electronics,0.217,1,2,Credit Card,0
ORD-00002394,CUST-05916,53.52,Electronics,0.11,0,11,Credit Card,0
ORD-00002395,CUST-01008,84.2,Electronics,0.164,1,19,Gift Card,0
ORD-00002396,CUST-08614,28.23,Electronics,0.206,1,10,Credit Card,0
ORD-00002397,CUST-05319,43.06,Electronics,0.174,2,6,Debit Card,0
ORD-00002398,CUST-01782,40.32,Clothing,0.197,0,22,Debit Card,0
ORD-00002399,CUST-06816,106.25,Electronics,0.082,2,13,Credit Card,0
ORD-00002400,CUST-04792,95.15,Clothing,0.239,0,8,Credit Card,0
ORD-00002401,CUST-09985,50.53,Electronics,0.048,0,1,Debit Card,0
ORD-00002402,CUST-02109,103.7,Beauty,0.133,1,3,Debit Card,0
ORD-00002403,CUST-00470,58.13,Beauty,0.029,1,3,Credit Card,0
ORD-00002404,CUST-03297,72.43,Electronics,0.251,0,3,PayPal,0
ORD-00002405,CUST-04897,343.35,Clothing,0.172,1,4,Credit Card,0
ORD-00002406,CUST-06422,263.06,Electronics,0.245,0,20,Credit Card,0
ORD-00002407,CUST-06131,31.83,Beauty,0.158,1,10,Credit Card,0
ORD-00002408,CUST-01631,174.83,Clothing,0.125,1,9,Debit Card,0
ORD-00002409,CUST-05844,172.28,Electronics,0.069,0,4,Credit Card,1
ORD-00002410,CUST-09121,35.92,Clothing,0.391,0,3,Debit Card,0
ORD-00002411,CUST-07307,173.3,Electronics,0.358,0,1,Credit Card,0
ORD-00002412,CUST-05349,308.08,Clothing,0.394,1,5,Credit Card,0
ORD-00002413,CUST-04325,36.67,Clothing,0.026,1,2,Debit Card,0
ORD-00002414,CUST-02239,43.21,Clothing,0.194,0,4,Debit Card,0
ORD-00002415,CUST-05126,203.19,Clothing,0.271,0,2,Credit Card,0
ORD-00002416,CUST-06529,111.85,Electronics,0.062,1,3,Credit Card,0
ORD-00002417,CUST-00037,139.94,Electronics,0.191,0,1,Debit Card,0
ORD-00002418,CUST-00982,118.21,Electronics,0.165,2,1,Debit Card,0
ORD-00002419,CUST-08294,123.05,Home & Garden,0.114,0,15,Credit Card,0
ORD-00002420,CUST-03458,31.15,Electronics,0.03,0,8,Debit Card,0
ORD-00002421,CUST-06982,208.07,Clothing,0.272,1,7,Debit Card,0
ORD-00002422,CUST-08944,229.45,Clothing,0.159,2,6,Debit Card,0
ORD-00002423,CUST-06655,74.92,Electronics,0.456,1,10,Credit Card,0
ORD-00002424,CUST-08859,86.94,Clothing,0.194,1,10,Credit Card,0
ORD-00002425,CUST-09066,26.45,Clothing,0.291,1,20,Credit Card,0
ORD-00002426,CUST-04064,135.83,Clothing,0.118,0,2,Debit Card,0
ORD-00002427,CUST-06539,142.26,Clothing,0.234,0,11,Credit Card,0
ORD-00002428,CUST-04101,85.65,Clothing,0.253,0,34,Credit Card,0
ORD-00002429,CUST-02387,221.29,Clothing,0.054,1,1,PayPal,0
ORD-00002430,CUST-05595,68.91,Clothing,0.079,1,4,Credit Card,0
ORD-00002431,CUST-04206,141.41,Clothing,0.14,1,5,Credit Card,0
ORD-00002432,CUST-06521,39.82,Electronics,0.296,0,13,PayPal,0
ORD-00002433,CUST-07279,88.34,Clothing,0.392,0,1,Credit Card,0
ORD-00002434,CUST-02089,78.3,Electronics,0.065,0,7,PayPal,0
ORD-00002435,CUST-00353,107.8,Electronics,0.084,0,16,Credit Card,0
ORD-00002436,CUST-03679,66.98,Clothing,0.254,0,2,Credit Card,0
ORD-00002437,CUST-01949,81.03,Beauty,0.35,0,1,Credit Card,0
ORD-00002438,CUST-03837,174.31,Beauty,0.079,1,60,PayPal,0
ORD-00002439,CUST-00374,63.47,Electronics,0.188,0,13,Debit Card,0
ORD-00002440,CUST-05161,24.9,Clothing,0.003,1,9,Credit Card,0
