order_id,customer_id,order_value,product_category,return_ratio,returns_velocity_30d,days_since_purchase,payment_method,is_fraud
ORD-00000973,CUST-08831,136.22,Clothing,0.145,2,1,PayPal,0
ORD-00000974,CUST-07743,38.66,Electronics,0.003,1,6,Debit Card,0
ORD-00000975,CUST-09019,47.36,Home & Garden,0.126,1,4,Credit Card,0
ORD-00000976,CUST-00283,60.7,Toys,0.195,0,14,Credit Card,0
ORD-00000977,CUST-07738,49.44,Clothing,0.022,0,5,Credit Card,0
ORD-00000978,CUST-02025,157.69,Clothing,0.253,0,7,Credit Card,0
ORD-00000979,CUST-00564,67.03,Clothing,0.119,1,25,Credit Card,0
ORD-00000980,CUST-04764,163.56,Clothing,0.201,3,2,Credit Card,0
ORD-00000981,CUST-02631,44.92,Beauty,0.115,0,5,PayPal,0
ORD-00000982,CUST-06816,353.26,Clothing,0.051,0,2,Debit Card,0
ORD-00000983,CUST-06006,53.33,Electronics,0.138,0,4,Gift Card,0
ORD-00000984,CUST-05121,68.99,Home & Garden,0.24,0,3,PayPal,0
ORD-00000985,CUST-08239,231.2,Toys,0.138,2,11,Credit Card,0
ORD-00000986,CUST-08315,105.07,Electronics,0.266,0,4,Credit Card,0
ORD-00000987,CUST-07258,67.08,Electronics,0.219,0,1,PayPal,0
ORD-00000988,CUST-08565,85.1,Clothing,0.148,1,24,PayPal,0
ORD-00000989,CUST-03574,100.47,Clothing,0.113,0,7,Credit Card,0
ORD-00000990,CUST-00726,61.19,Electronics,0.395,0,1,Debit Card,0
ORD-00000991,CUST-04433,47.91,Electronics,0.093,0,9,Credit Card,0
ORD-00000992,CUST-02359,103.62,Toys,0.179,1,3,Debit Card,0
ORD-00000993,CUST-04608,22.71,Toys,0.084,1,1,Gift Card,1
ORD-00000994,CUST-05613,17.67,Electronics,0.266,0,1,PayPal,0
ORD-00000995,CUST-03045,39.85,Beauty,0.257,1,2,Credit Card,0
ORD-00000996,CUST-04164,134.47,Beauty,0.234,0,9,Credit Card,0
ORD-00000997,CUST-09865,82.16,Clothing,0.03,0,1,Credit Card,0
ORD-00000998,CUST-05398,425.57,Electronics,0.283,0,3,Credit Card,0
ORD-00000999,CUST-08980,353.94,Home & Garden,0.11,0,1,PayPal,0
ORD-00001000,CUST-02464,41.6,Electronics,0.143,1,18,Credit Card,0
ORD-00001001,CUST-04353,30.23,Toys,0.084,0,2,Credit Card,0
ORD-00001002,CUST-03422,34.47,Toys,0.081,0,6,Gift Card,0
ORD-00001003,CUST-02544,255.46,Electronics,0.21,0,15,Credit Card,0
ORD-00001004,CUST-06161,321.08,Electronics,0.356,1,4,Gift Card,0
ORD-00001005,CUST-08743,216.26,Clothing,0.053,0,10,PayPal,0
ORD-00001006,CUST-08132,94.08,Clothing,0.145,0,28,Credit Card,0
ORD-00001007,CUST-01064,79.29,Home & Garden,0.301,1,5,Credit Card,0
ORD-00001008,CUST-00477,92.18,Electronics,0.185,0,1,PayPal,0
ORD-00001009,CUST-05077,86.24,Beauty,0.108,0,7,Credit Card,0
ORD-00001010,CUST-01784,57.74,Toys,0.043,3,12,PayPal,0
ORD-00001011,CUST-05242,125.66,Clothing,0.307,2,1,PayPal,0
ORD-00001012,CUST-03031,39.4,Electronics,0.245,0,6,PayPal,0
ORD-00001013,CUST-09995,114.28,Clothing,0.152,0,11,Debit Card,0
ORD-00001014,CUST-01854,87.06,Clothing,0.164,0,11,Credit Card,0
ORD-00001015,CUST-09537,224.45,Home & Garden,0.247,0,10,Debit Card,0
ORD-00001016,CUST-08535,202.08,Electronics,0.096,1,11,Credit Card,0
ORD-00001017,CUST-03603,50.16,Clothing,0.109,1,6,Credit Card,0
ORD-00001018,CUST-00243,56.95,Electronics,0.48,0,12,Debit Card,0
ORD-00001019,CUST-09464,230.6,Clothing,0.057,2,7,PayPal,0
ORD-00001020,CUST-08923,111.76,Electronics,0.261,0,22,PayPal,0
ORD-00001021,CUST-09144,161.78,Beauty,0.102,1,3,PayPal,0
ORD-00001022,CUST-03862,76.27,Electronics,0.173,0,13,Debit Card,0
ORD-00001023,CUST-06705,24.08,Clothing,0.135,3,7,Debit Card,0
ORD-00001024,CUST-06578,176.13,Clothing,0.113,1,11,Credit Card,0
ORD-00001025,CUST-01866,82.82,Clothing,0.051,0,4,Credit Card,1
ORD-00001026,CUST-04975,193.95,Clothing,0.089,0,9,Debit Card,0
ORD-00001027,CUST-09212,116.23,Home & Garden,0.354,0,11,Credit Card,0
ORD-00001028,CUST-02047,321.84,Clothing,0.137,0,8,Credit Card,0
ORD-00001029,CUST-04979,319.79,Toys,0.026,1,8,Credit Card,0
ORD-00001030,CUST-06621,40.68,Electronics,0.019,1,14,PayPal,0
ORD-00001031,CUST-01316,51.37,Clothing,0.169,0,20,Credit Card,0
ORD-00001032,CUST-08201,122.22,Clothing,0.202,1,16,PayPal,0
ORD-00001033,CUST-03603,128.5,Home & Garden,0.085,1,1,Credit Card,0
ORD-00001034,CUST-06939,33.78,Clothing,0.434,0,6,Credit Card,0
ORD-00001035,CUST-05281,161.49,Electronics,0.077,0,1,Debit Card,0
ORD-00001036,CUST-03367,159.87,Electronics,0.036,2,8,Credit Card,0
ORD-00001037,CUST-08383,52.17,Electronics,0.148,0,2,PayPal,1
ORD-00001038,CUST-02854,332.1,Electronics,0.041,0,8,Debit Card,0
ORD-00001039,CUST-01324,45.37,Clothing,0.378,0,17,PayPal,0
ORD-00001040,CUST-00065,240.26,Electronics,0.19,0,5,Debit Card,0
ORD-00001041,CUST-07213,47.33,Clothing,0.041,0,23,Credit Card,0
ORD-00001042,CUST-06135,300.32,Electronics,0.228,0,6,Debit Card,0
ORD-00001043,CUST-01842,9.77,Electronics,0.102,1,8,Credit Card,0
ORD-00001044,CUST-06870,243.62,Clothing,0.081,0,18,Credit Card,0
ORD-00001045,CUST-09060,355.65,Beauty,0.163,1,9,Debit Card,0
ORD-00001046,CUST-02473,155.09,Clothing,0.189,2,2,Credit Card,0
ORD-00001047,CUST-00451,36.91,Electronics,0.039,0,1,Credit Card,0
ORD-00001048,CUST-03786,113.78,Electronics,0.328,1,3,Credit Card,0
ORD-00001049,CUST-06035,33.91,Beauty,0.269,0,5,PayPal,0
ORD-00001050,CUST-05006,95.74,Clothing,0.115,0,2,Credit Card,0
ORD-00001051,CUST-06585,96.32,Beauty,0.205,0,2,PayPal,0
ORD-00001052,CUST-06988,133.93,Electronics,0.151,1,4,PayPal,0
ORD-00001053,CUST-07489,71.7,Electronics,0.106,0,18,Credit Card,0
ORD-00001054,CUST-09021,25.65,Electronics,0.334,0,6,Credit Card,0
ORD-00001055,CUST-08372,122.91,Home & Garden,0.333,0,3,PayPal,0
ORD-00001056,CUST-07317,58.67,Electronics,0.065,0,8,PayPal,0
ORD-00001057,CUST-01949,26.35,Beauty,0.094,2,3,Debit Card,0
ORD-00001058,CUST-05686,86.32,Clothing,0.12,2,2,Debit Card,0
ORD-00001059,CUST-03074,166.48,Clothing,0.346,1,1,PayPal,0
ORD-00001060,CUST-02102,137.57,Electronics,0.436,0,8,PayPal,0
ORD-00001061,CUST-07666,72.17,Clothing,0.149,0,8,Debit Card,0
ORD-00001062,CUST-06796,100.3,Electronics,0.12,1,10,Debit Card,0
ORD-00001063,CUST-02703,190.78,Clothing,0.265,1,1,Credit Card,0
ORD-00001064,CUST-04047,26.47,Beauty,0.219,0,5,PayPal,0
ORD-00001065,CUST-04508,124.42,Electronics,0.121,0,1,Credit Card,0
ORD-00001066,CUST-08488,46.13,Beauty,0.06,1,2,Credit Card,0
ORD-00001067,CUST-05778,99.04,Electronics,0.124,1,7,PayPal,0
ORD-00001068,CUST-01743,485.45,Electronics,0.133,0,17,PayPal,0
ORD-00001069,CUST-08248,391.15,Clothing,0.148,0,2,Gift Card,1
ORD-00001070,CUST-04633,78.81,Electronics,0.073,1,32,PayPal,0
ORD-00001071,CUST-03145,198.95,Clothing,0.187,2,9,Debit Card,1
ORD-00001072,CUST-05670,38.16,Electronics,0.27,0,15,Credit Card,0
ORD-00001073,CUST-07142,119.31,Beauty,0.27,1,9,PayPal,0
ORD-00001074,CUST-00982,66.87,Electronics,0.109,0,12,PayPal,0
ORD-00001075,CUST-08570,151.55,Home & Garden,0.086,0,1,Credit Card,0
ORD-00001076,CUST-00632,42.53,Home & Garden,0.263,0,7,PayPal,0
ORD-00001077,CUST-06428,103.68,Electronics,0.137,0,3,Credit Card,0
ORD-00001078,CUST-09769,190.23,Electronics,0.18,0,5,PayPal,0
ORD-00001079,CUST-06333,19.33,Electronics,0.063,1,17,Debit Card,0
ORD-00001080,CUST-07185,317.92,Beauty,0.059,0,4,PayPal,0
ORD-00001081,CUST-07977,62.62,Clothing,0.176,2,7,PayPal,0
ORD-00001082,CUST-04464,20.94,Clothing,0.22,0,14,Debit Card,0
ORD-00001083,CUST-05311,144.69,Electronics,0.419,0,2,PayPal,0
ORD-00001084,CUST-00444,36.18,Clothing,0.167,0,8,Credit Card,0
ORD-00001085,CUST-01581,27.66,Clothing,0.132,0,3,PayPal,0
ORD-00001086,CUST-05892,29.61,Electronics,0.211,0,4,Credit Card,0
ORD-00001087,CUST-07899,110.32,Home & Garden,0.149,2,1,Credit Card,0
ORD-00001088,CUST-00815,95.13,Electronics,0.33,2,4,Debit Card,0
ORD-00001089,CUST-00481,100.34,Electronics,0.073,0,14,PayPal,0
ORD-00001090,CUST-04125,75.14,Clothing,0.029,0,3,Credit Card,0
ORD-00001091,CUST-09254,55.04,Clothing,0.049,1,26,PayPal,0
ORD-00001092,CUST-02132,152.84,Clothing,0.362,1,4,Debit Card,0
ORD-00001093,CUST-00865,105.72,Electronics,0.22,0,2,PayPal,0
ORD-00001094,CUST-02421,20.52,Clothing,0.101,2,37,PayPal,0
ORD-00001095,CUST-02119,63.24,Electronics,0.104,1,12,PayPal,0
ORD-00001096,CUST-04985,26.61,Electronics,0.333,1,1,PayPal,0
ORD-00001097,CUST-08706,127.69,Clothing,0.263,1,13,Gift Card,0
ORD-00001098,CUST-01932,147.45,Clothing,0.101,1,4,PayPal,0
ORD-00001099,CUST-04613,25.07,Home & Garden,0.164,1,3,PayPal,0
ORD-00001100,CUST-08195,60.12,Home & Garden,0.277,1,4,Debit Card,0
ORD-00001101,CUST-05064,56.57,Clothing,0.114,0,1,Credit Card,0
ORD-00001102,CUST-07255,98.78,Home & Garden,0.124,0,4,PayPal,0
ORD-00001103,CUST-06924,269.27,Beauty,0.086,1,9,Credit Card,1
ORD-00001104,CUST-09191,58.38,Beauty,0.111,1,2,Debit Card,0
ORD-00001105,CUST-07174,291.7,Electronics,0.118,0,12,Credit Card,0
ORD-00001106,CUST-05434,82.66,Toys,0.063,0,13,PayPal,0
ORD-00001107,CUST-00582,40.24,Beauty,0.168,1,3,PayPal,0
ORD-00001108,CUST-09699,77.39,Electronics,0.076,0,5,Debit Card,0
ORD-00001109,CUST-05830,169.36,Electronics,0.162,1,4,PayPal,0
ORD-00001110,CUST-09500,29.45,Clothing,0.233,0,20,PayPal,0
ORD-00001111,CUST-06482,144.93,Home & Garden,0.131,0,13,Credit Card,0
ORD-00001112,CUST-02965,39.83,Clothing,0.106,0,10,Gift Card,0
ORD-00001113,CUST-02784,194.96,Electronics,0.152,0,9,Credit Card,0
ORD-00001114,CUST-00402,142.86,Electronics,0.373,0,1,Debit Card,0
ORD-00001115,CUST-05025,56.16,Electronics,0.145,0,4,Credit Card,0
ORD-00001116,CUST-03193,146.41,Clothing,0.037,0,24,Credit Card,0
ORD-00001117,CUST-00070,167.05,Electronics,0.119,1,2,Credit Card,0
ORD-00001118,CUST-06938,72.82,Home & Garden,0.233,0,2,Debit Card,0
ORD-00001119,CUST-02030,57.49,Clothing,0.141,1,21,Credit Card,0
ORD-00001120,CUST-03121,104.26,Electronics,0.056,1,4,Debit Card,0
ORD-00001121,CUST-00889,47.04,Clothing,0.259,0,3,Credit Card,0
ORD-00001122,CUST-06032,147.19,Home & Garden,0.106,0,9,Credit Card,0
ORD-00001123,CUST-02399,186.51,Clothing,0.048,0,7,PayPal,0
ORD-00001124,CUST-06456,95.66,Home & Garden,0.167,0,1,Credit Card,0
ORD-00001125,CUST-06262,54.34,Electronics,0.129,0,4,PayPal,0
ORD-00001126,CUST-06982,102.92,Electronics,0.186,0,3,Credit Card,0
ORD-00001127,CUST-00725,32.12,Clothing,0.405,0,17,Credit Card,0
ORD-00001128,CUST-04942,99.67,Clothing,0.103,0,1,Debit Card,0
ORD-00001129,CUST-07193,292.73,Home & Garden,0.049,0,8,Debit Card,0
ORD-00001130,CUST-05415,126.09,Clothing,0.207,0,10,Credit Card,0
ORD-00001131,CUST-07567,33.15,Electronics,0.275,0,1,PayPal,0
ORD-00001132,CUST-08819,156.19,Electronics,0.276,1,5,Credit Card,0
ORD-00001133,CUST-03796,42.68,Electronics,0.136,0,1,Credit Card,0
ORD-00001134,CUST-01061,53.3,Electronics,0.148,0,5,Debit Card,0
ORD-00001135,CUST-08501,46.98,Electronics,0.147,0,3,Debit Card,0
ORD-00001136,CUST-09866,60.16,Electronics,0.089,0,33,PayPal,0
ORD-00001137,CUST-08824,63.94,Electronics,0.181,0,11,PayPal,0
ORD-00001138,CUST-09561,50.56,Clothing,0.065,0,7,PayPal,0
ORD-00001139,CUST-01134,60.78,Clothing,0.146,1,24,Credit Card,0
ORD-00001140,CUST-06232,135.46,Clothing,0.353,1,7,PayPal,0
ORD-00001141,CUST-07478,105.38,Electronics,0.175,0,29,Credit Card,0
ORD-00001142,CUST-09114,77.45,Electronics,0.344,0,6,Credit Card,0
ORD-00001143,CUST-06877,88.64,Electronics,0.058,0,18,PayPal,0
ORD-00001144,CUST-09330,428.27,Beauty,0.104,1,5,PayPal,0
ORD-00001145,CUST-06529,42.41,Electronics,0.039,2,4,Debit Card,0
ORD-00001146,CUST-05923,102.87,Electronics,0.059,0,3,PayPal,0
ORD-00001147,CUST-03733,64.74,Beauty,0.121,0,7,Credit Card,0
ORD-00001148,CUST-04356,63.76,Home & Garden,0.126,1,6,PayPal,0
ORD-00001149,CUST-02248,33.8,Clothing,0.236,2,1,Debit Card,0
ORD-00001150,CUST-01528,58.67,Clothing,0.357,0,3,Credit Card,0
ORD-00001151,CUST-00444,103.18,Beauty,0.055,0,3,Credit Card,0
ORD-00001152,CUST-08917,45.63,Electronics,0.138,1,1,Credit Card,0
ORD-00001153,CUST-08934,23.05,Electronics,0.144,0,2,Debit Card,0
ORD-00001154,CUST-05188,148.11,Clothing,0.203,1,13,Credit Card,0
ORD-00001155,CUST-09269,35.42,Electronics,0.086,1,4,Debit Card,0
ORD-00001156,CUST-05147,409.06,Electronics,0.272,0,5,PayPal,0
ORD-00001157,CUST-07333,218.83,Clothing,0.054,1,12,PayPal,0
ORD-00001158,CUST-01677,183.41,Clothing,0.089,0,29,Credit Card,0
ORD-00001159,CUST-01341,101.72,Clothing,0.186,0,8,PayPal,0
ORD-00001160,CUST-03754,72.92,Home & Garden,0.17,1,3,Credit Card,0
ORD-00001161,CUST-04200,199.17,Electronics,0.244,2,2,Credit Card,0
ORD-00001162,CUST-06829,142.85,Clothing,0.218,1,1,Credit Card,0
ORD-00001163,CUST-07835,74.55,Toys,0.383,1,5,PayPal,0
ORD-00001164,CUST-00355,27.66,Clothing,0.323,0,21,PayPal,0
ORD-00001165,CUST-04146,58.9,Electronics,0.11,0,8,Credit Card,0
ORD-00001166,CUST-03267,317.62,Clothing,0.07,1,2,PayPal,0
ORD-00001167,CUST-03143,359.01,Electronics,0.207,1,6,Debit Card,0
ORD-00001168,CUST-07158,97.71,Beauty,0.256,1,3,Debit Card,0
ORD-00001169,CUST-08115,62.33,Electronics,0.109,1,3,Gift Card,0
ORD-00001170,CUST-09901,78.8,Electronics,0.07,0,2,Credit Card,0
ORD-00001171,CUST-03927,119.03,Electronics,0.091,0,9,PayPal,0
ORD-00001172,CUST-09296,65.86,Beauty,0.186,0,4,PayPal,0
ORD-00001173,CUST-03240,38.38,Beauty,0.362,0,6,PayPal,0
ORD-00001174,CUST-05693,97.91,Clothing,0.188,0,5,Debit Card,0
ORD-00001175,CUST-02135,74.2,Clothing,0.175,0,6,Credit Card,0
ORD-00001176,CUST-03894,156.72,Clothing,0.184,0,8,Credit Card,0
ORD-00001177,CUST-06865,32.88,Home & Garden,0.101,0,4,Credit Card,0
ORD-00001178,CUST-03207,109.37,Clothing,0.124,1,9,Credit Card,0
ORD-00001179,CUST-08843,240.89,Home & Garden,0.066,0,8,Credit Card,0
ORD-00001180,CUST-04143,56.42,Electronics,0.07,2,16,Credit Card,0
ORD-00001181,CUST-03794,49.78,Clothing,0.062,0,7,Credit Card,0
ORD-00001182,CUST-00768,87.69,Clothing,0.204,0,1,Credit Card,0
ORD-00001183,CUST-07677,83.77,Electronics,0.021,0,8,Credit Card,0
ORD-00001184,CUST-06055,88.65,Clothing,0.132,0,8,PayPal,0
ORD-00001185,CUST-02461,66.8,Clothing,0.199,1,5,PayPal,0
ORD-00001186,CUST-04324,64.61,Electronics,0.107,0,3,Credit Card,0
ORD-00001187,CUST-02570,257.7,Clothing,0.073,0,8,Credit Card,0
ORD-00001188,CUST-01083,39.48,Toys,0.195,1,3,Debit Card,0
ORD-00001189,CUST-02231,165.75,Clothing,0.016,0,7,Debit Card,0
ORD-00001190,CUST-07142,199.76,Clothing,0.224,0,4,Credit Card,0
ORD-00001191,CUST-04104,45.21,Electronics,0.235,0,10,Credit Card,0
ORD-00001192,CUST-02750,47.7,Electronics,0.053,1,7,Debit Card,0
ORD-00001193,CUST-07150,84.65,Clothing,0.134,0,13,PayPal,0
ORD-00001194,CUST-01345,97.56,Toys,0.203,1,3,PayPal,0
ORD-00001195,CUST-07226,52.64,Electronics,0.124,0,6,Gift Card,0
ORD-00001196,CUST-02318,60.16,Home & Garden,0.166,0,16,Credit Card,0
ORD-00001197,CUST-09826,53.64,Beauty,0.339,3,5,PayPal,0
ORD-00001198,CUST-08536,116.67,Home & Garden,0.131,0,5,PayPal,0
ORD-00001199,CUST-03118,145.86,Clothing,0.134,1,8,PayPal,0
ORD-00001200,CUST-07925,87.29,Clothing,0.109,0,1,PayPal,0
ORD-00001201,CUST-07129,52.09,Clothing,0.333,0,1,PayPal,0
ORD-00001202,CUST-00785,116.37,Electronics,0.249,0,3,Debit Card,0
ORD-00001203,CUST-06763,347.74,Clothing,0.065,2,6,Credit Card,0
ORD-00001204,CUST-01594,58.2,Clothing,0.25,1,3,PayPal,0
ORD-00001205,CUST-09094,75.03,Electronics,0.226,0,6,PayPal,0
ORD-00001206,CUST-05791,59.66,Electronics,0.033,0,3,Debit Card,0
ORD-00001207,CUST-03911,212.61,Home & Garden,0.167,0,5,PayPal,0
ORD-00001208,CUST-01703,87.06,Electronics,0.363,0,8,Credit Card,0
ORD-00001209,CUST-06015,18.01,Electronics,0.118,1,4,Credit Card,0
ORD-00001210,CUST-04501,54.06,Electronics,0.208,1,5,Credit Card,0
ORD-00001211,CUST-08568,58.84,Clothing,0.228,1,1,PayPal,0
ORD-00001212,CUST-09387,115.91,Electronics,0.447,1,4,Credit Card,0
ORD-00001213,CUST-04648,93.23,Home & Garden,0.29,2,4,PayPal,0
ORD-00001214,CUST-06639,45.97,Beauty,0.194,0,2,PayPal,0
ORD-00001215,CUST-02037,82.08,Electronics,0.039,0,5,Credit Card,0
ORD-00001216,CUST-05269,79.3,Home & Garden,0.248,0,34,PayPal,0
ORD-00001217,CUST-03309,149.47,Clothing,0.044,0,2,Credit Card,0
ORD-00001218,CUST-08370,102.55,Clothing,0.133,0,6,PayPal,0
ORD-00001219,CUST-05930,44.69,Beauty,0.138,0,2,PayPal,0
ORD-00001220,CUST-04714,32.4,Electronics,0.103,1,6,Credit Card,0
ORD-00001221,CUST-02771,79.59,Clothing,0.073,0,5,PayPal,0
ORD-00001222,CUST-02260,27.18,Electronics,0.178,0,4,Credit Card,0
ORD-00001223,CUST-00424,136.22,Electronics,0.077,0,6,Gift Card,0
ORD-00001224,CUST-06235,134.08,Toys,0.17,0,1,Credit Card,0
ORD-00001225,CUST-00984,314.3,Home & Garden,0.047,0,2,Credit Card,0
ORD-00001226,CUST-05827,131.17,Home & Garden,0.141,0,5,Credit Card,0
ORD-00001227,CUST-09760,98.24,Toys,0.251,0,1,PayPal,0
ORD-00001228,CUST-00151,49.36,Home & Garden,0.043,0,14,Debit Card,0
ORD-00001229,CUST-07874,57.9,Clothing,0.109,0,9,Credit Card,0
ORD-00001230,CUST-09152,85.89,Clothing,0.128,0,4,PayPal,0
ORD-00001231,CUST-07403,48.3,Electronics,0.227,1,4,PayPal,0
ORD-00001232,CUST-09516,17.82,Clothing,0.021,2,9,PayPal,0
ORD-00001233,CUST-07878,163.28,Home & Garden,0.083,1,3,Credit Card,0
ORD-00001234,CUST-01627,66.13,Beauty,0.036,0,4,PayPal,0
ORD-00001235,CUST-09008,83.61,Electronics,0.159,0,2,Credit Card,0
ORD-00001236,CUST-06643,91.91,Clothing,0.051,1,51,Debit Card,0
ORD-00001237,CUST-01576,255.07,Beauty,0.031,1,8,Credit Card,0
ORD-00001238,CUST-03791,15.52,Electronics,0.139,1,4,PayPal,0
ORD-00001239,CUST-03842,57.49,Electronics,0.133,0,24,PayPal,0
ORD-00001240,CUST-02909,154.33,Electronics,0.16,0,7,PayPal,0
ORD-00001241,CUST-09709,154.59,Beauty,0.069,0,2,PayPal,0
ORD-00001242,CUST-08370,40.95,Clothing,0.298,0,10,PayPal,0
ORD-00001243,CUST-05064,139.29,Electronics,0.333,1,9,Debit Card,0
ORD-00001244,CUST-01442,22.54,Electronics,0.141,0,3,PayPal,0
ORD-00001245,CUST-09468,168.64,Clothing,0.209,0,3,Credit Card,1
ORD-00001246,CUST-07071,56.61,Electronics,0.188,0,11,Credit Card,0
ORD-00001247,CUST-08785,294.28,Electronics,0.106,1,15,PayPal,0
ORD-00001248,CUST-02543,201.61,Toys,0.132,0,1,PayPal,0
ORD-00001249,CUST-06628,181.33,Clothing,0.161,0,5,PayPal,0
ORD-00001250,CUST-01260,164.58,Clothing,0.253,0,9,Credit Card,0
ORD-00001251,CUST-01778,37.13,Electronics,0.194,1,11,Credit Card,0
ORD-00001252,CUST-02192,78.07,Toys,0.207,0,11,Credit Card,0
ORD-00001253,CUST-08004,137.0,Electronics,0.078,1,18,PayPal,0
ORD-00001254,CUST-05427,54.53,Electronics,0.183,0,22,Credit Card,0
ORD-00001255,CUST-04714,78.93,Electronics,0.11,1,1,Credit Card,0
ORD-00001256,CUST-06467,17.15,Clothing,0.062,1,6,PayPal,0
ORD-00001257,CUST-03627,83.87,Home & Garden,0.152,1,4,Debit Card,0
ORD-00001258,CUST-00075,47.12,Beauty,0.054,0,5,PayPal,0
ORD-00001259,CUST-01421,72.49,Electronics,0.347,1,21,Credit Card,0
ORD-00001260,CUST-07445,232.36,Electronics,0.05,0,8,Debit Card,0
ORD-00001261,CUST-00016,304.83,Clothing,0.098,1,12,Credit Card,0
ORD-00001262,CUST-02208,16.24,Clothing,0.258,1,6,PayPal,0
ORD-00001263,CUST-07163,37.16,Home & Garden,0.07,2,3,Credit Card,0
ORD-00001264,CUST-09792,172.02,Electronics,0.125,2,18,Credit Card,0
ORD-00001265,CUST-07651,56.34,Clothing,0.137,2,3,Credit Card,0
ORD-00001266,CUST-02223,87.5,Clothing,0.174,0,1,Credit Card,0
ORD-00001267,CUST-03848,69.23,Electronics,0.128,1,1,PayPal,0
ORD-00001268,CUST-03579,142.31,Home & Garden,0.144,0,3,Credit Card,0
ORD-00001269,CUST-03522,26.9,Beauty,0.24,0,14,PayPal,0
ORD-00001270,CUST-04333,261.42,Electronics,0.08,0,2,Debit Card,0
ORD-00001271,CUST-03335,53.3,Clothing,0.066,0,20,PayPal,0
ORD-00001272,CUST-07227,51.4,Home & Garden,0.091,1,10,Credit Card,0
ORD-00001273,CUST-07055,40.4,Clothing,0.112,0,1,PayPal,0
ORD-00001274,CUST-00395,234.65,Clothing,0.116,0,6,Credit Card,0
ORD-00001275,CUST-08084,26.63,Clothing,0.397,1,1,Debit Card,0
ORD-00001276,CUST-04511,175.17,Clothing,0.136,0,3,Debit Card,0
ORD-00001277,CUST-07171,104.96,Clothing,0.194,0,2,Credit Card,0
ORD-00001278,CUST-04269,84.43,Beauty,0.21,0,7,Credit Card,0
ORD-00001279,CUST-05339,66.64,Clothing,0.16,1,7,PayPal,0
ORD-00001280,CUST-03032,78.45,Electronics,0.092,1,2,Gift Card,1
ORD-00001281,CUST-06020,85.17,Clothing,0.447,1,11,PayPal,0
ORD-00001282,CUST-09732,200.52,Electronics,0.113,2,5,Credit Card,0
ORD-00001283,CUST-00251,118.2,Home & Garden,0.043,0,14,Credit Card,0
ORD-00001284,CUST-01681,118.46,Clothing,0.077,0,7,Credit Card,0
ORD-00001285,CUST-00646,123.31,Clothing,0.116,2,5,Credit Card,0
ORD-00001286,CUST-00409,69.96,Home & Garden,0.078,1,8,Debit Card,0
ORD-00001287,CUST-03477,87.17,Clothing,0.023,1,11,PayPal,0
ORD-00001288,CUST-07566,161.1,Beauty,0.043,1,3,PayPal,0
ORD-00001289,CUST-06935,104.71,Beauty,0.242,0,2,PayPal,0
ORD-00001290,CUST-00189,304.57,Clothing,0.193,2,18,Credit Card,0
ORD-00001291,CUST-09962,148.95,Clothing,0.04,1,2,PayPal,0
ORD-00001292,CUST-03235,28.42,Beauty,0.094,0,16,Credit Card,0
ORD-00001293,CUST-07818,311.1,Clothing,0.116,0,8,Credit Card,0
ORD-00001294,CUST-05989,226.72,Electronics,0.367,0,4,Credit Card,0
ORD-00001295,CUST-04428,32.45,Clothing,0.159,0,3,PayPal,0
ORD-00001296,CUST-04692,278.05,Electronics,0.383,1,8,PayPal,1
ORD-00001297,CUST-05944,118.72,Home & Garden,0.456,1,6,Credit Card,0
ORD-00001298,CUST-03003,27.16,Clothing,0.275,0,4,PayPal,0
ORD-00001299,CUST-06537,146.94,Home & Garden,0.364,1,3,Credit Card,0
ORD-00001300,CUST-01959,75.54,Home & Garden,0.225,2,2,Gift Card,1
ORD-00001301,CUST-01839,56.11,Home & Garden,0.066,1,25,Debit Card,0
ORD-00001302,CUST-08397,40.97,Electronics,0.112,0,19,Credit Card,0
ORD-00001303,CUST-06398,102.2,Clothing,0.195,0,6,PayPal,0
ORD-00001304,CUST-04756,188.37,Toys,0.101,1,2,Credit Card,0
ORD-00001305,CUST-04829,188.23,Clothing,0.216,1,2,PayPal,0
ORD-00001306,CUST-04737,91.02,Clothing,0.303,0,3,PayPal,0
ORD-00001307,CUST-08580,89.21,Clothing,0.035,2,3,Debit Card,0
ORD-00001308,CUST-05128,143.04,Home & Garden,0.099,0,14,PayPal,0
ORD-00001309,CUST-07964,215.55,Beauty,0.026,1,2,PayPal,0
ORD-00001310,CUST-04599,60.81,Clothing,0.118,0,5,Credit Card,0
ORD-00001311,CUST-09888,35.15,Electronics,0.261,1,2,Credit Card,0
ORD-00001312,CUST-02160,59.63,Home & Garden,0.029,0,2,PayPal,0
ORD-00001313,CUST-07591,17.05,Clothing,0.101,0,8,Debit Card,0
ORD-00001314,CUST-07447,42.64,Home & Garden,0.126,0,11,PayPal,0
ORD-00001315,CUST-09139,181.2,Electronics,0.198,0,9,Credit Card,0
ORD-00001316,CUST-06858,70.43,Clothing,0.308,0,10,PayPal,0
ORD-00001317,CUST-06044,167.19,Electronics,0.357,1,3,Credit Card,0
ORD-00001318,CUST-02985,226.82,Clothing,0.12,0,8,Credit Card,0
ORD-00001319,CUST-07902,131.15,Electronics,0.185,0,3,PayPal,0
ORD-00001320,CUST-08130,360.38,Clothing,0.072,1,18,PayPal,0
ORD-00001321,CUST-08791,284.39,Toys,0.1,1,26,Debit Card,0
ORD-00001322,CUST-06480,246.57,Clothing,0.144,1,11,Debit Card,0
